Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
130,Bed,Studio Kook Tribe Right Engineered Wood Single Drawer B...,1575,2042,"['Bed Material Subtype: Particle Board', 'W x H x D: 95 cm x 90 cm x 203 cm (3 ft 1 in x 2 ft 11 in x 6 ft 7 in)', 'Storage Type: Drawer', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
131,Bed,PURPLE TREE Rosewood (Sheesham) Solid Wood Double Bed,717,990,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 152.4 cm x 106.68 cm x 198.1 cm (5 ft x 3 ft 6 in x 6 ft 5 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
132,Bed,Sahni Portable furniture Iron Metal Glossy Finish Singl...,1278,1671,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 86 cm x 46 cm x 188 cm (2 ft 9 in x 1 ft 6 in x 6 ft 2 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
133,Bed,NEUDOT PARIS KING Engineered Wood King Box Bed,775,1237,"['Bed Material Subtype: Particle Board', 'W x H x D: 190.5 cm x 104.1 cm x 220.9 cm (6 ft 3 in x 3 ft 4 in x 7 ft 2 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Dedeman
134,Bed,Flipkart Perfect Homes Studio London Metal Queen Bed,1228,1856,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 155 cm x 96 cm x 206 cm (5 ft 1 in x 3 ft 1 in x 6 ft 9 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
135,Bed,INDIAN FURNITURE MART Metal Single Hydraulic Bed,742,2062,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 121.92 cm x 41 cm x 187.96 cm (4 ft x 1 ft 4 in x 6 ft 2 in)', 'Storage Type: Hydraulic', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
136,Bed,ELTOP Double Bed With Storage Engineered Wood King Hydr...,742,2062,"['Bed Material Subtype: MDF', 'W x H x D: 182.88 cm x 93.98 cm x 198.12 cm (6 ft x 3 ft 1 in x 6 ft 6 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Ikea
137,Bed,@Home by nilkamal Cipher Solid Wood Queen Bed,1155,2887,"['Bed Material Subtype: Rubber Wood', 'W x H x D: 165 cm x 92 cm x 215 cm (5 ft 4 in x 3 ft x 7 ft)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Mob Expert
138,Bed,Hometown Optimas Engineered Wood Queen Box Bed,1155,2887,"['Bed Material Subtype: MDF', 'W x H x D: 162 cm x 82 cm x 201 cm (5 ft 3 in x 2 ft 8 in x 6 ft 7 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
139,Bed,PURPLE TREE Solid Wood Queen Bed,1143,2887,"['Bed Material Subtype: Rosewood (Sheesham)', 'W x H x D: 160 cm x 60 cm x 205 cm (5 ft 2 in x 1 ft 11 in x 6 ft 8 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Jysk
140,Bed,cauvery Metal Single Bed,990,4125,"['Bed Material Subtype: Wrought Iron', 'W x H x D: 76 cm x 42 cm x 177 cm (2 ft 5 in x 1 ft 4 in x 5 ft 9 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Casa Magica
141,Bed,Flipkart Perfect Homes Flamenco Engineered Wood Queen B...,1155,2887,"['Bed Material Subtype: Particle Board', 'W x H x D: 159.51 cm x 79.75 cm x 203.2 cm (5 ft 2 in x 2 ft 7 in x 6 ft 8 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Rusu
143,Bed,Trevi Primus Bed With Storage Engineered Wood Single NA...,1377,2145,"['Bed Material Subtype: Particle Board', 'W x H x D: 80.01 cm x 35.56 cm x 186.69 cm (2 ft 7 in x 1 ft 2 in x 6 ft 1 in)', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
145,Bed,CARLTON LONDON Symphony Engineered Wood Queen Box Bed,1327,1778,"['Bed Material Subtype: Particle Board', 'W x H x D: 157.48 cm x 86.36 cm x 215.9 cm (5 ft 1 in x 2 ft 10 in x 7 ft)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",FurnitureForYou
146,Bed,Flipkart Perfect Homes Rhapsody Engineered Wood King Bo...,1748,2273,"['Bed Material Subtype: Particle Board', 'W x H x D: 192.7 cm x 890 mm x 2180 mm (6 ft 3 in x 2 ft 11 in x 7 ft 1 in)', 'Storage Type: Box', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
149,Bed,Studio Kook Tribe Left with Headboard storage Engineere...,619,2145,"['Bed Material Subtype: Particle Board', 'W x H x D: 98.4 cm x 95 cm x 225 cm (3 ft 2 in x 3 ft 1 in x 7 ft 4 in)', 'Storage Type: Drawer', 'Delivery Condition: Knock Down - Delivered in non-assembled pieces, installation by service partner']",Casa Magica
