Unnamed: 0,furniture_type,name,discounted_price,original_price,product_details,company
674,Recliner,Jordyblue Ashley Fabric Manual Recliner,15050,30101,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 73.66 cm x 99.06 cm x 73.66 cm (2 ft 4 in x 3 ft 3 in x 2 ft 4 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Mob Expert
676,Recliner,Interio canape Fabric Powered Recliner,27583,50069,"['Material: Fabric', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91 cm x 104 cm x 94 cm (2 ft 11 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Casa Rusu
678,Recliner,Jordyblue Marvin Fabric Manual Rocker Recliner,19304,50169,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 88.9 cm x 101.6 cm x 77.47 cm (2 ft 10 in x 3 ft 4 in x 2 ft 6 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
679,Recliner,Home Centre Dawson Fabric Manual Rocker Recliner,92312,142018,"['Material: Fabric', 'Reclining Positions: 2', 'Filling Material: Foam', 'W x H x D: 104 cm x 57 cm x 100 cm (3 ft 4 in x 1 ft 10 in x 3 ft 3 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Jysk
681,Recliner,Recliners India Leatherette Powered Recliner,125826,165561,"['Material: Leatherette', 'Reclining Positions: Infinite', 'Filling Material: Foam, Polyfill', 'W x H x D: 93.5 cm x 110.4 cm x 102.41 cm (3 ft x 3 ft 7 in x 3 ft 4 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Dedeman
682,Recliner,Jordyblue Fabric Manual Recliner,19385,47159,"['Material: Fabric', 'Reclining Positions: 2', 'Filling Material: Foam', 'W x H x D: 83.82000000000001 cm x 91.44 cm x 96.52 cm (2 ft 9 in x 3 ft x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Ikea
684,Recliner,Interio canape Leather Powered Recliner,27693,44048,"['Material: Leather', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 92 cm x 104 cm x 95 cm (3 ft x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",FurnitureForYou
685,Recliner,Interio canape Fabric Manual Swivel & Rocker Recliner,24975,42143,"['Material: Fabric', 'Reclining Positions: Infinite', 'Filling Material: Foam', 'W x H x D: 91 cm x 104 cm x 94 cm (2 ft 11 in x 3 ft 4 in x 3 ft 1 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
686,Recliner,Jordyblue Ashley Fabric Manual Recliner,15050,30101,"['Material: Fabric', 'Reclining Positions: 3', 'Filling Material: Foam', 'W x H x D: 73.66 cm x 99.06 cm x 73.66 cm (2 ft 4 in x 3 ft 3 in x 2 ft 4 in)', 'Delivery Condition: DIY - Basic assembly to be done with simple tools by the customer, comes with instructions.']",Jysk
688,Recliner,Home Centre Leather Powered Rocker Recliner,155526,259210,"['Material: Leather', 'Reclining Positions: 2', 'Filling Material: Foam', 'W x H x D: 99.1 cm x 57 cm x 204.4 cm (3 ft 3 in x 1 ft 10 in x 6 ft 8 in)', 'Delivery Condition: Pre Assembled (Ready to Use)']",Dedeman
